"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Chemistry (Chemical Science)","PHYS201","General Physics I","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: MATH 151. Designed primarily for life-science majors. Basic concepts of motion, waves and heat. Not applicable toward the physics major."
"Virginia Commonwealth University","Chemistry (Chemical Science)","PHYS202","General Physics II","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: PHYS 201 or PHYS 207. Designed primarily for life-science majors. Basic concepts of electricity, magnetism, light and modern physics. Not applicable toward the physics major."
"Virginia Commonwealth University","Chemistry (Chemical Science)","PHYS207","University Physics I","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: MATH 200 or permission of instructor. A vector- and calculus-based introduction to the fundamental concepts of mechanics, heat and wave motion."
"Virginia Commonwealth University","Chemistry (Chemical Science)","PHYS208","University Physics II","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: PHYS 207. Corequisite: MATH 201. A vector- and calculus- based introduction to the fundamentals of electricity, magnetism and optics."
"Virginia Commonwealth University","Chemistry (Chemical Science)","STAT210","Basic Practice of Statistics","3","3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Prerequisite: satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course, or MATH 131, MATH 139, MATH 141, MATH 151, MATH 200 or MATH 201. Designed for students who will likely take another quantitative reasoning course for which statistics may be a prerequisite. Not open to mathematical sciences or computer science majors. Topics include examining distributions, examining relationships, producing data, sampling distributions and probability, introduction to inference. Students may receive credit toward graduation for only one of STAT 206, STAT 208, STAT 210, STAT 212, STAT 312 or SCMA 301."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM102","General Chemistry II","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course; and CHEM 101 with a minimum grade of C. Fundamental principles and theories of chemistry, including qualitative analysis."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ102","General Chemistry Laboratory II","1","1 lecture and 2 laboratory hours. 1 credit. Prerequisites: CHEM 101 and CHEZ 101 with minimum grades of C. Pre- or corequisite: CHEM 102. Experimental work includes qualitative analysis with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM301","Organic Chemistry","3","Continuous courses; 3 lecture hours. 3-3 credits. Prerequisite: CHEM 102 with a minimum grade of C. Prerequisite for CHEM 302: CHEM 301 with a minimum grade of C. A comprehensive survey of aliphatic and aromatic compounds with emphasis on their structure, properties, reactions, reaction mechanisms and stereochemistry."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ301","Organic Chemistry Laboratory I","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 102 and CHEZ 102 with minimum grades of C. Pre- or corequisite: CHEM 301. Experimental work correlated with CHEM 301. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM302","Organic Chemistry","3","Continuous courses; 3 lecture hours. 3-3 credits. Prerequisite: CHEM 102 with a minimum grade of C. Prerequisite for CHEM 302: CHEM 301 with a minimum grade of C. A comprehensive survey of aliphatic and aromatic compounds with emphasis on their structure, properties, reactions, reaction mechanisms and stereochemistry."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ302","Organic Chemistry Laboratory II","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 301 and CHEZ 301 with minimum grades of C. Pre- or corequisite: CHEM 302. Experimental work correlated with CHEM 302. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM309","Quantitative Analysis","3","3 lecture hours. 3 credits. Prerequisites: CHEM 102 with a minimum grade of C, and MATH 151. Theory and practice of gravimetric, volumetric and instrumental analysis techniques and treatment of multiple equilibria in aqueous solutions."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ309","Quantitative Analysis Laboratory","2","1 lecture and 3 laboratory hours. 2 credits. Prerequisites: CHEM 102 and CHEZ 102 with minimum grades of C. Pre- or corequisite: CHEM 309. Laboratory associated with quantitative analysis. Includes practice in volumetric and instrumental laboratory techniques as applied to measurement sciences."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM313","Physical Chemistry I","3","3 lecture hours. 3 credits. Prerequisites: MATH 201; MATH 307; PHYS 202 or PHYS 208; CHEM 302; and CHEM 309, all with a minimum grade of C. Quantum chemistry, atomic and molecular structure, spectroscopy. Students may receive credit toward graduation for only one of CHEM 313 or CHEM 314."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM315","Physical Chemistry II","3","3 lecture hours. 3 credits. Prerequisite: CHEM 313 or CHEM 314 with a minimum grade of C. Kinetic theory of gases, statistical and classical thermodynamics, kinetics."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM320","Inorganic Chemistry I","3","3 lecture hours. 3 credits. Prerequisites: CHEM 101-102 with minimum grades of C. A systematic, unified study of the structures, properties, reactions and practical applications of inorganic compounds. CHEM 350. Guided Inquiry in Chemistry. 1.5 Hour. Semester course; 1.5 lecture hours. 1.5 credits. Prerequisites: CHEM 101-102 with minimum grades of B. Student facilitators lead recitation sections using guided inquiry, group-based activities. Introduces students to the principles of guided inquiry, active learning and collaborative learning in chemistry through practical, hands-on class work, discussions, readings and a final project. CHEM 351. Chemistry Preceptorship. 1.5 Hour. Semester course; 1.5 lecture hours. 1.5 credits. Course may be repeated once for a total of 3 credits. Prerequisites: completion of relevant course with minimum grade of C, completion of CHEM 350 with a grade of B and permission of course instructor and departmental chair. Student facilitators lead recitation sections or laboratories in chemistry courses. Responsibilities vary and may include, but are not limited to, attending all classes, holding weekly review sessions or office hours and/or routine grading. A weekly reflection journal and final project are required. CHEM 391. Topics in Chemistry. 1-4 Hours. Semester course; variable hours. Variable credit. Maximum of 4 credits per semester; maximum total of 6 credits for all chemistry topics courses may be applied to the major. Prerequisites: CHEM 101-102 and CHEZ 101, 102. A study of a selected topic in chemistry. See the Schedule of Classes for specific topics to be offered each semester. CHEM 392. Directed Study. 1-4 Hours. Semester course; 1-4 independent study hours. 1-4 credits. Prerequisites: CHEM 102, CHEZ 101 and CHEZ 102. The independent investigation of chemical problems through readings and experimentation under the supervision of a research adviser. Written interim and final reports are required."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM398","Professional Practices and Perspectives Seminar","1","1 lecture hour. 1 credit. Prerequisites: CHEM 102 and CHEZ 102, each with a minimum grade of C. Enrollment is restricted to chemistry majors with at least sophomore standing. Seminar course for students considering careers in chemistry-related fields, covering topics such as scientific professionalism and ethics and using chemical literature. CHEM 401. Applications of Instrumental Techniques in Organic and Forensic Chemistry. 4 Hours. Semester course; 3 lecture and 3 laboratory hours. 4 credits. Prerequisites: CHEM 302 and CHEZ 302. Theory and laboratory practice of instrumental and chemical methods applied to the analysis of organic compounds with emphasis on applications in forensic chemistry."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM499","Chemistry Capstone Experience","0","0 hours. 0 credits. Prerequisites: CHEZ 302, CHEZ 309, CHEM 398, and CHEM 313 or CHEM 314, each with a minimum grade of C; and CHEM 320 and CHEZ 313 or CHEZ 315. Enrollment is restricted to chemistry majors with 90 credit hours of undergraduate course work. Culminating course that requires two credits of advanced laboratory and three credits of advanced lecture. The following courses qualify as a capstone experience if taken concurrently with CHEM 499: any two- credit 400-level laboratory course or two credits of either CHEM 392 or CHEM 492; and any three-credit 400-level or 500-level chemistry lecture course. Graded as pass/fail. Chemistry Lab (CHEZ)"
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ313","Physical Chemistry Laboratory I","2","4 laboratory hours. 2 credits. Prerequisites: CHEZ 309; and UNIV 200 or HONR 200; each with a minimum grade of C. Corequisite: CHEM 313 or CHEM 314. Mathematical models of chemistry, including molecular structure, spectroscopy and kinetics. Report writing, laboratory notebook writing and statistical analysis of data are emphasized. A final project may be required. Students may receive credit toward graduation for only one of CHEZ 313 or CHEZ 315."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM510","ATOMIC AND MOLECULAR STRUCTURE","3","3 lecture hours. 3 credits. Prerequisites: MATH 301 and PHYS 208.  Survey of the pertinent aspects of quantum mechanics. Line spectra, atomic structure  and molecular bonding."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ413","Advanced Physical Chemistry Laboratory","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 313 or CHEM 314; and CHEZ 313, all with a minimum grade of C. Corequisite: CHEM 315. Atomic and molecular spectroscopy and structure. Report writing, laboratory notebook writing and statistical analysis of data are emphasized. A final project and presentation are required. 708 Undergraduate courses Chinese (CHIN)"
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","CMSC255","Introduction to Programming","4","3 lecture and 2 laboratory hours. 4 credits. Prerequisite: calculus-level placement on the VCU Mathematics Placement Test within the one-year period immediately preceding enrollment in the course, or MATH 151 or equivalent. Students are expected to have fundamental computer skills. Introduction to object-oriented programming using Java. Topics include problem-solving, top-down design of algorithms using control structures, methods, arrays, basic I/O, basic concepts of objects and classes in Java, Java classes for manipulating strings, and introduction to program testing, UML notation and integrated development environments. Students may not receive credit for both CMSC 255 and INFO 250."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","HUMS202","Choices in a Consumer Society","1","1 lecture hour (delivered online). 1 credit. Corequisite: UNIV 111 or UNIV 112. Provides a framework for understanding the nature of choices made in a consumer society, with an emphasis on the financial consequences of those choices. Students will gain the practical knowledge needed to make informed personal financial decisions as they address immediate, short-term and long-term consumer choices. Administered primarily as a self-paced, computer-aided instructional course. HUMS 291. Special Topics in the Humanities and Sciences. 1-4 Hours. Semester course; 1-4 credits. May be repeated with different content. Specialized topics in the liberal arts and sciences designed to provide an overview of a topic not provided by an existing course or program. May be multidisciplinary. Graded as pass/fail or normal letter grading at the option of the instructor."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","MATH302","Numerical Calculus","3","3 lecture hours. 3 credits. Prerequisites: MATH 255 (or knowledge of a programming language/mathematical software package) and MATH 201, each with a minimum grade of C, or permission of the instructor. An introduction to numerical algorithms for solving systems of linear equations, finding zeroes, numerical differentiation and definite integration, optimization."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","MATH307","Multivariate Calculus","4","4 lecture hours. 4 credits. Prerequisite: MATH 201 with a minimum grade of C. The calculus of vector-valued functions and of functions of more than one variable. Partial derivatives, multiple integrals, line integrals, surface integrals and curvilinear coordinates. Lagrange multipliers; theorems of Green, Gauss and Stokes. Applications."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","MEDC541","SURVEY OF MOLECULAR MODELING METHODS","1","lecture and laboratory hour. 1 credit. Introduces computational  chemistry and molecular graphics with the current software used for drug design  and small molecule/large molecule interactions. Computational chemistry problems  will be emphasized in the laboratory."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","PHYS207","University Physics I","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: MATH 200 or permission of instructor. A vector- and calculus-based introduction to the fundamental concepts of mechanics, heat and wave motion."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","PHYS208","University Physics II","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: PHYS 207. Corequisite: MATH 201. A vector- and calculus- based introduction to the fundamentals of electricity, magnetism and optics."
"Virginia Commonwealth University","Chemistry (Chemical Modeling)","STAT210","Basic Practice of Statistics","3","3 lecture hours (delivered online, face-to-face or hybrid). 3 credits. Prerequisite: satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course, or MATH 131, MATH 139, MATH 141, MATH 151, MATH 200 or MATH 201. Designed for students who will likely take another quantitative reasoning course for which statistics may be a prerequisite. Not open to mathematical sciences or computer science majors. Topics include examining distributions, examining relationships, producing data, sampling distributions and probability, introduction to inference. Students may receive credit toward graduation for only one of STAT 206, STAT 208, STAT 210, STAT 212, STAT 312 or SCMA 301."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM102","General Chemistry II","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course; and CHEM 101 with a minimum grade of C. Fundamental principles and theories of chemistry, including qualitative analysis."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM301","Organic Chemistry","3","Continuous courses; 3 lecture hours. 3-3 credits. Prerequisite: CHEM 102 with a minimum grade of C. Prerequisite for CHEM 302: CHEM 301 with a minimum grade of C. A comprehensive survey of aliphatic and aromatic compounds with emphasis on their structure, properties, reactions, reaction mechanisms and stereochemistry."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM302","Organic Chemistry","3","Continuous courses; 3 lecture hours. 3-3 credits. Prerequisite: CHEM 102 with a minimum grade of C. Prerequisite for CHEM 302: CHEM 301 with a minimum grade of C. A comprehensive survey of aliphatic and aromatic compounds with emphasis on their structure, properties, reactions, reaction mechanisms and stereochemistry."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM309","Quantitative Analysis","3","3 lecture hours. 3 credits. Prerequisites: CHEM 102 with a minimum grade of C, and MATH 151. Theory and practice of gravimetric, volumetric and instrumental analysis techniques and treatment of multiple equilibria in aqueous solutions."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM313","Physical Chemistry I","3","3 lecture hours. 3 credits. Prerequisites: MATH 201; MATH 307; PHYS 202 or PHYS 208; CHEM 302; and CHEM 309, all with a minimum grade of C. Quantum chemistry, atomic and molecular structure, spectroscopy. Students may receive credit toward graduation for only one of CHEM 313 or CHEM 314."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM315","Physical Chemistry II","3","3 lecture hours. 3 credits. Prerequisite: CHEM 313 or CHEM 314 with a minimum grade of C. Kinetic theory of gases, statistical and classical thermodynamics, kinetics."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM320","Inorganic Chemistry I","3","3 lecture hours. 3 credits. Prerequisites: CHEM 101-102 with minimum grades of C. A systematic, unified study of the structures, properties, reactions and practical applications of inorganic compounds. CHEM 350. Guided Inquiry in Chemistry. 1.5 Hour. Semester course; 1.5 lecture hours. 1.5 credits. Prerequisites: CHEM 101-102 with minimum grades of B. Student facilitators lead recitation sections using guided inquiry, group-based activities. Introduces students to the principles of guided inquiry, active learning and collaborative learning in chemistry through practical, hands-on class work, discussions, readings and a final project. CHEM 351. Chemistry Preceptorship. 1.5 Hour. Semester course; 1.5 lecture hours. 1.5 credits. Course may be repeated once for a total of 3 credits. Prerequisites: completion of relevant course with minimum grade of C, completion of CHEM 350 with a grade of B and permission of course instructor and departmental chair. Student facilitators lead recitation sections or laboratories in chemistry courses. Responsibilities vary and may include, but are not limited to, attending all classes, holding weekly review sessions or office hours and/or routine grading. A weekly reflection journal and final project are required. CHEM 391. Topics in Chemistry. 1-4 Hours. Semester course; variable hours. Variable credit. Maximum of 4 credits per semester; maximum total of 6 credits for all chemistry topics courses may be applied to the major. Prerequisites: CHEM 101-102 and CHEZ 101, 102. A study of a selected topic in chemistry. See the Schedule of Classes for specific topics to be offered each semester. CHEM 392. Directed Study. 1-4 Hours. Semester course; 1-4 independent study hours. 1-4 credits. Prerequisites: CHEM 102, CHEZ 101 and CHEZ 102. The independent investigation of chemical problems through readings and experimentation under the supervision of a research adviser. Written interim and final reports are required."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM398","Professional Practices and Perspectives Seminar","1","1 lecture hour. 1 credit. Prerequisites: CHEM 102 and CHEZ 102, each with a minimum grade of C. Enrollment is restricted to chemistry majors with at least sophomore standing. Seminar course for students considering careers in chemistry-related fields, covering topics such as scientific professionalism and ethics and using chemical literature. CHEM 401. Applications of Instrumental Techniques in Organic and Forensic Chemistry. 4 Hours. Semester course; 3 lecture and 3 laboratory hours. 4 credits. Prerequisites: CHEM 302 and CHEZ 302. Theory and laboratory practice of instrumental and chemical methods applied to the analysis of organic compounds with emphasis on applications in forensic chemistry."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEM499","Chemistry Capstone Experience","0","0 hours. 0 credits. Prerequisites: CHEZ 302, CHEZ 309, CHEM 398, and CHEM 313 or CHEM 314, each with a minimum grade of C; and CHEM 320 and CHEZ 313 or CHEZ 315. Enrollment is restricted to chemistry majors with 90 credit hours of undergraduate course work. Culminating course that requires two credits of advanced laboratory and three credits of advanced lecture. The following courses qualify as a capstone experience if taken concurrently with CHEM 499: any two- credit 400-level laboratory course or two credits of either CHEM 392 or CHEM 492; and any three-credit 400-level or 500-level chemistry lecture course. Graded as pass/fail. Chemistry Lab (CHEZ)"
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ102","General Chemistry Laboratory II","1","1 lecture and 2 laboratory hours. 1 credit. Prerequisites: CHEM 101 and CHEZ 101 with minimum grades of C. Pre- or corequisite: CHEM 102. Experimental work includes qualitative analysis with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ301","Organic Chemistry Laboratory I","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 102 and CHEZ 102 with minimum grades of C. Pre- or corequisite: CHEM 301. Experimental work correlated with CHEM 301. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ302","Organic Chemistry Laboratory II","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 301 and CHEZ 301 with minimum grades of C. Pre- or corequisite: CHEM 302. Experimental work correlated with CHEM 302. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ309","Quantitative Analysis Laboratory","2","1 lecture and 3 laboratory hours. 2 credits. Prerequisites: CHEM 102 and CHEZ 102 with minimum grades of C. Pre- or corequisite: CHEM 309. Laboratory associated with quantitative analysis. Includes practice in volumetric and instrumental laboratory techniques as applied to measurement sciences."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ313","Physical Chemistry Laboratory I","2","4 laboratory hours. 2 credits. Prerequisites: CHEZ 309; and UNIV 200 or HONR 200; each with a minimum grade of C. Corequisite: CHEM 313 or CHEM 314. Mathematical models of chemistry, including molecular structure, spectroscopy and kinetics. Report writing, laboratory notebook writing and statistical analysis of data are emphasized. A final project may be required. Students may receive credit toward graduation for only one of CHEZ 313 or CHEZ 315."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","CHEZ413","Advanced Physical Chemistry Laboratory","2","4 laboratory hours. 2 credits. Prerequisites: CHEM 313 or CHEM 314; and CHEZ 313, all with a minimum grade of C. Corequisite: CHEM 315. Atomic and molecular spectroscopy and structure. Report writing, laboratory notebook writing and statistical analysis of data are emphasized. A final project and presentation are required. 708 Undergraduate courses Chinese (CHIN)"
"Virginia Commonwealth University","Chemistry (Professional Chemist)","HUMS202","Choices in a Consumer Society","1","1 lecture hour (delivered online). 1 credit. Corequisite: UNIV 111 or UNIV 112. Provides a framework for understanding the nature of choices made in a consumer society, with an emphasis on the financial consequences of those choices. Students will gain the practical knowledge needed to make informed personal financial decisions as they address immediate, short-term and long-term consumer choices. Administered primarily as a self-paced, computer-aided instructional course. HUMS 291. Special Topics in the Humanities and Sciences. 1-4 Hours. Semester course; 1-4 credits. May be repeated with different content. Specialized topics in the liberal arts and sciences designed to provide an overview of a topic not provided by an existing course or program. May be multidisciplinary. Graded as pass/fail or normal letter grading at the option of the instructor."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","MATH200","Calculus with Analytic Geometry I","4","4 lecture hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. Limits, continuity, derivatives, differentials, antiderivatives and definite integrals."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","MATH201","Calculus with Analytic Geometry II","4","4 lecture hours. 4 credits. Prerequisite: MATH 200 with a minimum grade of C. Applications of differentiation and integration. Selected topics in analytic geometry. Infinite series."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","MATH307","Multivariate Calculus","4","4 lecture hours. 4 credits. Prerequisite: MATH 201 with a minimum grade of C. The calculus of vector-valued functions and of functions of more than one variable. Partial derivatives, multiple integrals, line integrals, surface integrals and curvilinear coordinates. Lagrange multipliers; theorems of Green, Gauss and Stokes. Applications."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","PHYS207","University Physics I","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: MATH 200 or permission of instructor. A vector- and calculus-based introduction to the fundamental concepts of mechanics, heat and wave motion."
"Virginia Commonwealth University","Chemistry (Professional Chemist)","PHYS208","University Physics II","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: PHYS 207. Corequisite: MATH 201. A vector- and calculus- based introduction to the fundamentals of electricity, magnetism and optics."
"Virginia Commonwealth University","Computer Engineering","CHEM101","General Chemistry I","3","3 lecture and 1 recitation hours. 3 credits. Prerequisites: MATH 139, MATH 141, MATH 151, MATH 200, MATH 201 or satisfactory score on the VCU mathematics placement test within the one-year period immediately preceding the beginning of the course; and CHEM 100 with a minimum grade of B or satisfactory score on the chemistry placement exam/assessment within the one-year period immediately preceding the beginning of the course. Fundamental principles and theories of chemistry."
"Virginia Commonwealth University","Computer Engineering","CHEZ101","General Chemistry Laboratory I","1","1 lecture and 2 laboratory hours. 1 credit. Pre- or corequisite: CHEM 101. Experimental work correlated with CHEM 101 with selected forensic science applications. Each student is charged for breakage incurred. Approved safety glasses are required. Failure to check out of laboratory upon withdrawal or for other reasons will incur a charge billed from the Student Accounting Department."
"Virginia Commonwealth University","Computer Engineering","CMSC312","Introduction to Operating Systems","3","3 lecture hours. 3 credits. Prerequisite: CMSC 311 or EGRE 364. Computer systems design, I/O processing, secondary memory organization, command languages, memory management and job scheduling. Students will work in teams to design and implement an operating system simulation."
"Virginia Commonwealth University","Computer Engineering","ECON205","The Economics of Product Development and Markets","3","3 lecture hours. 3 credits. An introduction to some of the fundamental economic concepts necessary to effectively operate in today's marketplace. Basic elements of microeconomics, net present value analysis and market strategy will be covered in class. The goal is to provide students with a better understanding of how to approach business problems and of proven problem-solving techniques. Intended for engineering students. Students may receive credit toward graduation for only one of the following three courses: ECON 203, ECON 205 or ECON 210."
"Virginia Commonwealth University","Computer Engineering","EGRE101","Introduction to Engineering","4","3 lecture and 3 laboratory hours. 4 credits. Course open to first-year students majoring in electrical or computer engineering. Introduction to engineering through instruction on basic concepts of engineering. Topics will include an introduction to basic circuit components and circuit analysis, digital logic design and programming. General topics important to all engineers will also be covered, such as mathematics, improving written and oral communication skills, teamwork, ethics and life-long learning. The laboratory introduces fundamental testing, measurement, troubleshooting methodology and proper laboratory notebook maintenance. Engineering design and analysis is also emphasized through a team-based design that involves designing, building and programming a robot."
"Virginia Commonwealth University","Computer Engineering","EGRE206","Electric Circuits","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisites: MATH 200; and one of EGRE 101 or EGRB 102, or both EGMN 190 and EGMN 203, or both EGMN 102 and EGMN 190, as applicable per department, all with minimum grades of C. Corequisite: MATH 201. An introduction to electrical circuit theory and its application to practical direct and alternating current circuits. Topics include Kirchhoff's Laws (review from departmental prerequisites, as applicable), fundamental principles of network theorems, transient and steady- state response of RC, RL and RLC circuits by classical methods, time- domain and frequency-domain relationships, phasor analysis and power. Laboratory work, practical applications and integral laboratory demonstrations emphasize and illustrate the fundamentals presented in this course. 672 Undergraduate courses"
"Virginia Commonwealth University","Computer Engineering","EGRE207","Electric Circuits II","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: EGRE 206, with a minimum grade of C. An introduction to higher level electric circuit theory, including the study of basic active components, such as diodes and operational amplifiers. Emphasis will be placed on design rather than analysis. The laboratory exercises will serve to train students in the art of designing a circuit to perform specific tasks and to conform to specific design parameters."
"Virginia Commonwealth University","Computer Engineering","EGRE245","Engineering Programming","4","3 lecture and 3 laboratory hours. 4 credits. Prerequisite: MATH 151 with a minimum grade of C. Enrollment restricted to electrical and computer engineering majors. Students are expected to have fundamental computer skills. Introduction to the concepts and practice of structured programming using C. Problem-solving, top-down design of algorithms, basic C syntax, control structures, functions, arrays, files and strings."
"Virginia Commonwealth University","Computer Engineering","EGRE246","Advanced Engineering Programming","3","2 lecture and 2 laboratory hours. 3 credits. Prerequisite: EGRE 245 with a minimum grade of C. Enrollment is restricted to electrical and computer engineering majors. Advanced programming for engineering applications in C. Topics include recursion, searching and sorting techniques, data structures, program design and problem solving, and software testing."
